Age,Gender,Profession,Marital_status,Education,No_of_Dependents,Personal_loan,House_loan,Partner_working,Salary,Partner_salary,Total_salary
57,Female,Business,Single,Graduate,2.0,No,No,No,68301,0.0,68301.0
53,Male,Salaried,Married,Post Graduate,4.0,No,Yes,Yes,90187,53899.0,144086.0
54,Female,Business,Married,Post Graduate,1.0,No,No,Yes,48056,25904.0,73960.0
48,Female,Business,Single,Post Graduate,3.0,No,No,No,104181,0.0,104181.0
57,Female,Salaried,Single,Graduate,1.0,Yes,Yes,Yes,89925,72340.0,162265.0
54,Male,Salaried,Married,Post Graduate,3.0,No,No,Yes,54729,80450.0,135179.0
40,Male,Salaried,Married,Graduate,1.0,No,No,Yes,57908,94361.0,152269.0
41,Male,Business,Married,Graduate,1.0,No,No,Yes,61751,33331.0,95082.0
43,Male,Salaried,Married,Post Graduate,1.0,No,No,Yes,69869,41251.0,111120.0
26,Male,Business,Single,Post Graduate,1.0,No,No,Yes,58324,44395.0,102719.0
58,Female,Salaried,Single,Graduate,0.0,No,No,Yes,91786,47187.0,138973.0
24,Femal,Business,Single,Post Graduate,4.0,No,No,No,34412,0.0,34412.0
29,Female,Salaried,Married,Graduate,4.0,No,No,No,107761,0.0,107761.0
30,Male,Salaried,Married,Graduate,1.0,No,No,No,59300,0.0,59300.0
51,Male,Business,Married,Post Graduate,1.0,No,No,No,44140,0.0,44140.0
44,Male,Salaried,Single,Post Graduate,3.0,Yes,No,Yes,95771,82110.0,177881.0
32,Female,Salaried,Single,Graduate,1.0,No,Yes,Yes,76728,30423.0,107151.0
46,Female,Salaried,Married,Graduate,0.0,No,No,Yes,109887,63016.0,172903.0
50,Female,Salaried,Married,Post Graduate,2.0,No,No,Yes,55177,86350.0,141527.0
36,Female,Salaried,Married,Graduate,1.0,No,No,No,99877,0.0,99877.0
37,Male,Business,Married,Post Graduate,2.0,No,No,Yes,69920,47699.0,117619.0
53,Female,Business,Married,Graduate,4.0,No,Yes,Yes,81167,36370.0,117537.0
49,,,Single,Graduate,,No,No,Yes,99228,,
38,Male,Business,Married,Graduate,4.0,No,No,No,32096,0.0,32096.0
43,Female,Salaried,Married,Graduate,4.0,No,No,Yes,61030,73488.0,134518.0
27,Female,Business,Married,Graduate,2.0,No,Yes,Yes,88086,93258.0,181344.0
56,Female,Salaried,Single,Graduate,4.0,No,No,No,80342,0.0,80342.0
57,Male,Salaried,Single,Post Graduate,2.0,Yes,No,Yes,50363,33724.0,84087.0
30,Female,Business,Married,Graduate,0.0,No,Yes,No,86838,0.0,86838.0
59,Male,Salaried,Married,Graduate,4.0,No,No,No,97477,0.0,97477.0
39,Male,Salaried,Married,Graduate,1.0,No,No,Yes,37555,43514.0,81069.0
47,Female,Salaried,Single,Graduate,2.0,No,No,Yes,88909,78568.0,167477.0
43,Male,Salaried,Married,Graduate,0.0,No,Yes,Yes,70273,82468.0,152741.0
38,Female,Salaried,Married,Post Graduate,3.0,Yes,No,No,80812,0.0,80812.0
51,Female,Business,Married,Post Graduate,2.0,Yes,No,Yes,33510,67723.0,101233.0
35,Female,Salaried,Married,Graduate,2.0,No,No,Yes,32695,50531.0,83226.0
45,Female,Business,Married,Graduate,4.0,No,No,Yes,68123,74625.0,142748.0
31,Male,Salaried,Married,Post Graduate,4.0,No,No,No,71915,0.0,71915.0
50,Male,Business,Single,Graduate,1.0,No,No,Yes,94336,92244.0,186580.0
47,Femal,Business,Married,Graduate,3.0,No,No,Yes,48816,52482.0,101298.0
55,Female,Salaried,Single,Graduate,0.0,No,No,No,47176,0.0,47176.0
26,Female,Business,Married,Post Graduate,0.0,No,No,Yes,58082,84256.0,142338.0
54,Male,Business,Single,Graduate,1.0,No,No,Yes,72208,79642.0,151850.0
45,Male,Salaried,Married,Post Graduate,2.0,No,No,No,59107,0.0,59107.0
27,Female,Business,Married,Post Graduate,3.0,No,No,No,106854,0.0,106854.0
59,Male,Salaried,Married,Graduate,4.0,No,No,Yes,34163,86329.0,120492.0
26,Male,Salaried,Married,Post Graduate,3.0,No,No,Yes,88417,55043.0,143460.0
26,Female,Salaried,Married,Post Graduate,4.0,No,No,Yes,76291,39325.0,115616.0
38,Female,Business,Married,Graduate,3.0,Yes,No,No,68424,0.0,68424.0
50,Female,Business,Married,Post Graduate,3.0,No,No,Yes,108462,76467.0,184929.0
41,Male,Salaried,Married,Post Graduate,4.0,Yes,No,Yes,31095,51061.0,82156.0
59,Male,Business,Married,Post Graduate,0.0,No,No,No,73952,0.0,73952.0
48,Female,Salaried,Married,Graduate,2.0,No,No,Yes,38494,79938.0,118432.0
28,Female,Business,Married,Graduate,1.0,No,No,No,96710,0.0,96710.0
50,Female,Salaried,Married,Graduate,4.0,No,Yes,Yes,35525,37337.0,72862.0
26,Female,Salaried,Single,Graduate,0.0,No,No,Yes,104256,88724.0,192980.0
56,Female,Salaried,Married,Graduate,3.0,No,No,Yes,75999,41454.0,117453.0
28,Male,Salaried,Married,Graduate,0.0,No,No,Yes,58683,33530.0,92213.0
23,Female,Business,Single,Post Graduate,1.0,Yes,No,Yes,32075,83519.0,115594.0
58,Male,Salaried,Married,Graduate,3.0,No,No,No,71635,0.0,71635.0
28,Female,Salaried,Married,Graduate,1.0,No,No,Yes,35783,60423.0,96206.0
42,Male,Salaried,Single,Post Graduate,3.0,Yes,No,No,67964,0.0,67964.0
58,,,Single,Post Graduate,,Yes,No,No,109259,,
33,Male,Salaried,Married,Graduate,3.0,No,No,Yes,117213,50578.0,167791.0
50,Femal,Business,Single,Graduate,3.0,Yes,Yes,No,62731,0.0,62731.0
27,Female,Business,Married,Graduate,3.0,No,No,Yes,74259,71868.0,146127.0
59,Male,Business,Married,Graduate,4.0,No,Yes,No,89717,0.0,89717.0
25,Female,Salaried,Married,Post Graduate,2.0,No,No,Yes,32414,55770.0,88184.0
32,Male,Business,Married,Post Graduate,2.0,Yes,No,Yes,108705,77957.0,186662.0
40,Male,Salaried,Married,Post Graduate,1.0,No,Yes,Yes,94666,40908.0,135574.0
48,Male,Business,Married,Post Graduate,1.0,No,No,Yes,36147,50376.0,86523.0
54,Male,Salaried,Married,Post Graduate,0.0,No,Yes,No,66019,0.0,66019.0
41,Male,Salaried,Married,Post Graduate,1.0,No,No,No,51360,0.0,51360.0
37,Male,Business,Single,Graduate,1.0,Yes,Yes,Yes,71459,48645.0,120104.0
26,Male,Business,Married,Post Graduate,2.0,Yes,No,No,73891,0.0,73891.0
53,Male,Business,Married,Graduate,4.0,No,No,Yes,110274,56528.0,166802.0
45,Male,Business,Married,Graduate,3.0,No,No,Yes,79310,84099.0,163409.0
32,Male,Salaried,Married,Graduate,0.0,No,No,No,77548,0.0,77548.0
47,Female,Business,Single,Post Graduate,4.0,No,No,No,60172,0.0,60172.0
42,Female,Business,Married,Post Graduate,4.0,No,Yes,No,61577,0.0,61577.0
57,Male,Business,Married,Graduate,4.0,No,Yes,Yes,98116,30479.0,128595.0
37,,,Married,Graduate,,No,Yes,No,31896,,
47,Male,Salaried,Married,Graduate,2.0,No,No,No,114457,0.0,114457.0
38,Female,Salaried,Married,Post Graduate,4.0,Yes,Yes,No,112005,0.0,112005.0
51,Femal,Salaried,Married,Graduate,0.0,No,No,Yes,95763,74516.0,170279.0
32,Female,Salaried,Single,Post Graduate,3.0,No,No,No,93122,0.0,93122.0
44,Female,Business,Single,Graduate,1.0,No,No,Yes,73513,82616.0,156129.0
27,Male,Business,Single,Post Graduate,1.0,No,No,Yes,83982,63868.0,147850.0
47,Female,Business,Married,Graduate,0.0,No,No,Yes,46960,34199.0,81159.0
37,Female,Salaried,Married,Graduate,0.0,No,Yes,Yes,39472,36929.0,76401.0
47,Male,Salaried,Married,Graduate,1.0,No,No,Yes,82318,31557.0,113875.0
52,Female,Business,Married,Graduate,4.0,No,No,Yes,97969,40344.0,138313.0
51,Male,Salaried,Single,Graduate,1.0,No,Yes,Yes,73322,42402.0,115724.0
58,Female,Salaried,Married,Graduate,3.0,No,No,Yes,97293,25693.0,122986.0
31,Male,Salaried,Married,Post Graduate,2.0,No,No,Yes,63596,59543.0,123139.0
49,Female,Salaried,Married,Graduate,3.0,No,No,Yes,82161,47294.0,129455.0
34,Female,Salaried,Married,Graduate,1.0,No,No,No,50131,0.0,50131.0
37,Female,Salaried,Single,Graduate,4.0,No,No,Yes,70791,37225.0,108016.0
22,Female,Salaried,Single,Post Graduate,0.0,No,No,Yes,38460,27399.0,65859.0
26,Female,Salaried,Married,Graduate,0.0,No,No,Yes,114615,34678.0,149293.0
33,Male,Salaried,Married,Graduate,3.0,No,No,No,90486,0.0,90486.0
47,Female,Salaried,Single,Post Graduate,3.0,No,No,Yes,42297,35382.0,77679.0
38,Female,Salaried,Single,Graduate,3.0,Yes,No,Yes,35108,29538.0,64646.0
43,Female,Business,Married,Graduate,0.0,No,No,No,86097,0.0,86097.0
53,Male,Business,Married,Graduate,3.0,No,Yes,Yes,114028,50843.0,164871.0
38,Male,Salaried,Single,Graduate,2.0,No,No,Yes,116146,83604.0,199750.0
55,Female,Business,Single,Post Graduate,0.0,No,No,Yes,62781,46874.0,109655.0
36,Female,Salaried,Married,Graduate,1.0,No,No,No,98285,0.0,98285.0
45,Male,Business,Single,Graduate,1.0,No,No,No,110486,0.0,110486.0
46,Male,Salaried,Married,Post Graduate,3.0,No,Yes,No,43927,0.0,43927.0
53,,,Married,Graduate,,Yes,No,No,79201,,
27,Female,Business,Married,Graduate,3.0,No,No,Yes,74259,71868.0,146127.0
26,Female,Business,Single,Post Graduate,0.0,No,No,Yes,102911,72954.0,175865.0
50,Female,Business,Married,Post Graduate,1.0,Yes,No,No,30850,0.0,30850.0
44,,,Married,Graduate,,No,Yes,No,116146,,
35,Female,Salaried,Single,Post Graduate,4.0,No,No,Yes,119245,91776.0,211021.0
27,Female,Salaried,Single,Graduate,1.0,Yes,No,No,79494,0.0,79494.0
46,Male,Business,Single,Graduate,1.0,No,Yes,Yes,70198,35200.0,105398.0
54,Female,Salaried,Married,Post Graduate,3.0,No,Yes,No,82054,0.0,82054.0
49,Femal,Salaried,Single,Post Graduate,2.0,Yes,No,Yes,86055,39917.0,125972.0
59,Male,Salaried,Single,Graduate,4.0,No,No,No,52140,0.0,52140.0
24,Male,Business,Married,Post Graduate,2.0,No,No,Yes,103290,48050.0,151340.0
40,Female,Salaried,Single,Graduate,0.0,No,No,Yes,54879,44091.0,98970.0
23,Female,Salaried,Single,Graduate,2.0,No,No,Yes,50461,84153.0,134614.0
48,Male,Salaried,Single,Post Graduate,1.0,No,No,Yes,56033,82894.0,138927.0
38,Female,Business,Married,Graduate,1.0,No,Yes,Yes,67482,66633.0,134115.0
43,Male,Business,Married,Post Graduate,1.0,No,No,Yes,101251,76546.0,177797.0
49,Female,Salaried,Single,Graduate,1.0,No,Yes,No,107455,0.0,107455.0
42,Female,Salaried,Married,Post Graduate,1.0,No,Yes,Yes,79294,62252.0,141546.0
28,Female,Business,Single,Graduate,0.0,Yes,Yes,Yes,93038,42931.0,135969.0
54,Female,Business,Married,Graduate,0.0,Yes,No,Yes,46447,76508.0,122955.0
26,Male,Salaried,Married,Graduate,1.0,Yes,No,Yes,69970,50922.0,120892.0
42,Male,Salaried,Married,Graduate,4.0,No,No,Yes,34348,37914.0,72262.0
34,Male,Salaried,Single,Graduate,3.0,No,No,No,35835,0.0,35835.0
43,Female,Business,Married,Graduate,3.0,No,No,Yes,112331,58385.0,170716.0
35,Male,Salaried,Married,Graduate,3.0,No,No,Yes,67299,45705.0,113004.0
44,Male,Salaried,Married,Graduate,0.0,No,No,Yes,64295,51891.0,116186.0
26,Female,Salaried,Married,Graduate,4.0,No,No,No,79175,0.0,79175.0
44,Femal,Business,Married,Graduate,1.0,Yes,Yes,Yes,92177,69453.0,161630.0
33,Male,Business,Married,Graduate,0.0,No,No,Yes,40473,43463.0,83936.0
53,Female,Business,Married,Graduate,0.0,No,No,Yes,43599,79288.0,122887.0
56,Female,Salaried,Single,Post Graduate,1.0,Yes,No,Yes,98918,83961.0,182879.0
25,Female,Salaried,Single,Post Graduate,1.0,No,No,Yes,69883,55029.0,124912.0
58,Female,Business,Married,Post Graduate,2.0,No,No,Yes,111094,48406.0,159500.0
35,Female,Salaried,Single,Graduate,1.0,Yes,No,No,89924,0.0,89924.0
23,Male,Business,Single,Graduate,1.0,No,No,Yes,33249,30177.0,63426.0
24,Female,Salaried,Married,Graduate,2.0,No,No,Yes,106473,47315.0,153788.0
56,Female,Business,Married,Graduate,1.0,No,No,No,64732,0.0,64732.0
48,Female,Business,Married,Post Graduate,3.0,Yes,No,Yes,34439,42921.0,77360.0
50,Femal,Salaried,Married,Graduate,1.0,No,No,No,112368,0.0,112368.0
58,Male,Salaried,Married,Post Graduate,1.0,Yes,No,Yes,72114,60547.0,132661.0
55,Male,Business,Single,Graduate,3.0,No,No,Yes,33844,36912.0,70756.0
42,Male,Salaried,Married,Graduate,4.0,Yes,No,Yes,53795,70313.0,124108.0
32,Male,Salaried,Single,Graduate,1.0,No,No,Yes,39712,94929.0,134641.0
29,Female,Salaried,Single,Graduate,1.0,No,No,Yes,34028,71212.0,105240.0
25,Male,Salaried,Married,Graduate,0.0,No,Yes,Yes,110551,37278.0,147829.0
45,Male,Business,Married,Graduate,0.0,No,No,Yes,109027,27497.0,136524.0
26,Male,Business,Married,Graduate,2.0,No,No,No,41984,0.0,41984.0
57,Male,Salaried,Married,Graduate,1.0,Yes,No,Yes,69816,34910.0,104726.0
59,Female,Business,Married,Post Graduate,0.0,Yes,No,No,85221,0.0,85221.0
59,,,Single,Graduate,,No,Yes,No,116670,,
32,Male,Business,Single,Post Graduate,4.0,No,No,Yes,95635,30382.0,126017.0
42,Female,Salaried,Single,Graduate,4.0,Yes,No,Yes,84284,31723.0,116007.0
52,Male,Business,Married,Post Graduate,2.0,No,No,Yes,105525,67416.0,172941.0
32,Male,Business,Married,Graduate,4.0,Yes,No,Yes,82266,65187.0,147453.0
51,Female,Salaried,Single,Post Graduate,4.0,No,No,Yes,44606,67413.0,112019.0
27,Female,Salaried,Single,Post Graduate,3.0,No,No,Yes,66032,63402.0,129434.0
25,Male,Salaried,Single,Graduate,4.0,No,Yes,No,94239,0.0,94239.0
32,Male,Salaried,Married,Graduate,2.0,No,Yes,Yes,74319,88151.0,162470.0
47,Female,Business,Married,Graduate,0.0,No,No,No,45391,0.0,45391.0
22,Female,Salaried,Single,Graduate,3.0,No,No,No,94835,0.0,94835.0
40,Male,Business,Single,Graduate,3.0,No,Yes,Yes,56197,78439.0,134636.0
52,Male,Business,Married,Graduate,4.0,No,No,No,64574,0.0,64574.0
57,Female,Business,Married,Post Graduate,1.0,No,Yes,Yes,88854,81011.0,169865.0
27,Male,Business,Married,Graduate,1.0,No,No,Yes,42487,61920.0,104407.0
37,Male,Business,Married,Graduate,2.0,No,No,No,62822,0.0,62822.0
59,Female,Business,Married,Post Graduate,4.0,Yes,No,No,104740,0.0,104740.0
45,Male,Salaried,Married,Graduate,0.0,No,No,Yes,67077,51171.0,118248.0
59,Female,Salaried,Married,Post Graduate,1.0,No,No,No,98976,0.0,98976.0
51,Female,Business,Married,Post Graduate,0.0,No,No,No,53793,0.0,53793.0
57,Female,Business,Married,Graduate,0.0,Yes,No,No,48632,0.0,48632.0
24,Male,Salaried,Married,Post Graduate,4.0,No,No,Yes,84502,67398.0,151900.0
46,Femal,Business,Married,Graduate,4.0,Yes,No,Yes,48852,79882.0,128734.0
29,Female,Salaried,Married,Post Graduate,2.0,No,No,Yes,95178,68582.0,163760.0
43,Female,Business,Single,Graduate,4.0,Yes,No,No,56902,0.0,56902.0
34,Male,Business,Single,Graduate,4.0,No,No,Yes,105812,74796.0,180608.0
43,Male,Business,Single,Post Graduate,1.0,No,No,Yes,51660,69736.0,121396.0
54,Male,Business,Single,Post Graduate,0.0,Yes,No,No,75557,0.0,75557.0
49,Female,Business,Married,Post Graduate,4.0,No,No,Yes,57742,53163.0,110905.0
31,Female,Salaried,Married,Post Graduate,1.0,No,No,No,102285,0.0,102285.0
26,Female,Business,Married,Post Graduate,3.0,No,No,No,79907,0.0,79907.0
39,Female,Business,Single,Graduate,2.0,No,No,Yes,57206,80643.0,137849.0
47,Female,Salaried,Married,Graduate,2.0,No,No,No,96028,0.0,96028.0
36,Female,Salaried,Married,Graduate,0.0,No,No,Yes,63378,40540.0,103918.0
28,Female,Business,Married,Graduate,1.0,Yes,No,Yes,37133,51405.0,88538.0
30,Male,Business,Single,Graduate,3.0,No,No,Yes,59460,39472.0,98932.0
27,Female,Business,Married,Post Graduate,0.0,No,Yes,Yes,93753,75472.0,169225.0
25,Femal,Salaried,Married,Graduate,4.0,No,No,No,90579,0.0,90579.0
40,Female,Salaried,Single,Graduate,3.0,No,No,No,111477,0.0,111477.0
57,Male,Business,Single,Graduate,2.0,No,No,Yes,35598,88784.0,124382.0
43,Male,Business,Married,Graduate,0.0,No,No,No,32984,0.0,32984.0
25,Female,Business,Married,Graduate,3.0,No,No,Yes,80439,30225.0,110664.0
33,Male,Business,Single,Post Graduate,1.0,No,No,No,75051,0.0,75051.0
34,Female,Business,Married,Graduate,0.0,No,No,Yes,67551,37565.0,105116.0
25,Female,Salaried,Married,Graduate,4.0,No,No,No,107797,0.0,107797.0
35,Male,Business,Married,Graduate,4.0,No,Yes,No,48026,0.0,48026.0
59,Female,Salaried,Married,Post Graduate,3.0,No,Yes,Yes,83240,67331.0,150571.0
54,Male,Business,Married,Post Graduate,3.0,No,No,Yes,57950,76362.0,134312.0
22,Female,Business,Single,Post Graduate,4.0,No,No,Yes,61699,34912.0,96611.0
54,Female,Salaried,Single,Post Graduate,2.0,No,No,No,39686,0.0,39686.0
52,Male,Salaried,Single,Graduate,2.0,No,No,Yes,90765,29476.0,120241.0
29,Male,Business,Single,Graduate,3.0,Yes,No,Yes,87580,48133.0,135713.0
34,Female,Business,Single,Graduate,1.0,No,Yes,Yes,105103,83591.0,188694.0
43,Female,Salaried,Married,Graduate,2.0,No,No,Yes,94450,49361.0,143811.0
57,Male,Salaried,Married,Graduate,2.0,No,No,No,87600,0.0,87600.0
50,Male,Salaried,Single,Graduate,1.0,No,No,No,69510,0.0,69510.0
54,Female,Salaried,Single,Post Graduate,3.0,No,No,Yes,100078,28867.0,128945.0
58,Male,Business,Married,Post Graduate,0.0,No,No,Yes,44013,54490.0,98503.0
32,Male,Business,Married,Graduate,4.0,No,No,Yes,59535,84450.0,143985.0
56,Male,Salaried,Married,Graduate,4.0,No,No,Yes,38124,52045.0,90169.0
49,Female,Business,Single,Graduate,4.0,No,No,No,52681,0.0,52681.0
29,Male,Salaried,Married,Graduate,1.0,Yes,No,No,59737,0.0,59737.0
58,Female,Salaried,Single,Graduate,3.0,No,No,Yes,73731,46754.0,120485.0
30,Female,Business,Married,Graduate,4.0,No,Yes,No,96856,0.0,96856.0
35,Female,Business,Married,Graduate,2.0,No,No,Yes,64936,90911.0,155847.0
36,Male,Business,Married,Graduate,4.0,No,No,Yes,36536,90119.0,126655.0
46,Female,Salaried,Married,Post Graduate,1.0,No,No,Yes,55449,40461.0,95910.0
51,Female,Salaried,Single,Graduate,4.0,Yes,Yes,Yes,111825,40921.0,152746.0
30,Female,Business,Married,Graduate,4.0,No,No,Yes,44698,34097.0,78795.0
33,Female,Salaried,Married,Post Graduate,1.0,No,No,Yes,115006,59151.0,174157.0
39,Male,Salaried,Single,Graduate,4.0,No,No,Yes,36551,79530.0,116081.0
50,Male,Business,Married,Post Graduate,3.0,No,No,Yes,73207,75608.0,148815.0
36,Female,Salaried,Married,Graduate,1.0,No,No,Yes,67652,73071.0,140723.0
58,Male,Business,Married,Graduate,1.0,No,No,Yes,76585,87424.0,164009.0
25,Female,Salaried,Single,Graduate,0.0,No,No,No,94237,0.0,94237.0
42,Male,Business,Married,Graduate,4.0,No,No,Yes,103704,70433.0,174137.0
29,Female,Business,Married,Post Graduate,4.0,No,No,No,71304,0.0,71304.0
54,Female,Business,Married,Post Graduate,3.0,No,No,Yes,41709,28813.0,70522.0
42,Female,Business,Married,Graduate,3.0,No,No,Yes,87200,66034.0,153234.0
59,Female,Salaried,Single,Graduate,4.0,No,No,No,92509,0.0,92509.0
56,Female,Business,Married,Post Graduate,2.0,Yes,No,Yes,104787,66442.0,171229.0
31,Female,Salaried,Single,Graduate,2.0,No,Yes,No,48602,0.0,48602.0
24,Female,Salaried,Single,Post Graduate,3.0,No,No,Yes,81220,85548.0,166768.0
30,Male,Business,Single,Post Graduate,2.0,No,No,Yes,90919,93613.0,184532.0
56,Female,Salaried,Single,Graduate,4.0,No,No,Yes,82173,48294.0,130467.0
32,Male,Business,Married,Graduate,1.0,Yes,No,Yes,30247,93528.0,123775.0
27,Female,Business,Single,Post Graduate,1.0,No,No,No,111845,0.0,111845.0
25,Male,Salaried,Married,Graduate,4.0,No,No,Yes,45147,86479.0,131626.0
48,Female,Salaried,Single,Graduate,4.0,No,No,Yes,100072,25047.0,125119.0
41,Male,Business,Married,Graduate,0.0,No,No,No,114643,0.0,114643.0
42,Male,Salaried,Single,Post Graduate,4.0,No,No,No,42767,0.0,42767.0
23,Female,Business,Married,Graduate,3.0,No,No,No,115512,0.0,115512.0
46,Male,Salaried,Married,Graduate,3.0,Yes,No,Yes,98520,75048.0,173568.0
55,Male,Business,Single,Graduate,4.0,Yes,No,Yes,88487,68060.0,156547.0
37,Female,Salaried,Married,Graduate,4.0,No,No,Yes,63976,34793.0,98769.0
35,Female,Salaried,Married,Post Graduate,2.0,No,No,No,31591,0.0,31591.0
49,Male,Business,Single,Post Graduate,2.0,Yes,No,Yes,106195,58842.0,165037.0
49,Female,Salaried,Married,Graduate,2.0,No,No,No,96986,0.0,96986.0
35,Female,Salaried,Single,Graduate,4.0,No,No,No,95528,0.0,95528.0
26,Female,Business,Married,Post Graduate,2.0,No,No,Yes,31481,56460.0,87941.0
49,Male,Salaried,Married,Graduate,1.0,No,No,Yes,79375,43769.0,123144.0
27,Female,Salaried,Single,Graduate,4.0,No,Yes,Yes,70390,85955.0,156345.0
26,Male,Salaried,Single,Graduate,2.0,No,No,Yes,33871,29257.0,63128.0
56,Male,Business,Married,Graduate,2.0,No,No,No,54535,0.0,54535.0
56,Male,Business,Single,Graduate,1.0,Yes,No,Yes,38335,47370.0,85705.0
50,Male,Salaried,Married,Post Graduate,1.0,No,No,No,118467,0.0,118467.0
47,Female,Salaried,Single,Graduate,2.0,No,No,Yes,88909,78568.0,167477.0
48,Female,Business,Single,Graduate,0.0,Yes,No,Yes,110852,72684.0,183536.0
42,Female,Salaried,Married,Graduate,3.0,No,No,Yes,116142,46825.0,162967.0
45,Female,Business,Single,Post Graduate,1.0,Yes,No,Yes,86447,28195.0,114642.0
54,Male,Salaried,Married,Post Graduate,3.0,No,No,No,52913,0.0,52913.0
43,Male,Salaried,Married,Graduate,3.0,No,No,Yes,68116,88292.0,156408.0
47,Female,Business,Married,Graduate,2.0,No,No,Yes,103179,56510.0,159689.0
56,Male,Salaried,Married,Graduate,1.0,No,Yes,Yes,94933,54725.0,149658.0
35,Female,Salaried,Single,Post Graduate,0.0,No,No,No,73963,0.0,73963.0
40,Male,Business,Married,Graduate,3.0,No,No,No,79258,0.0,79258.0
31,Female,Salaried,Married,Post Graduate,2.0,No,No,Yes,83217,33208.0,116425.0
49,Male,Business,Married,Graduate,0.0,No,No,Yes,77870,51952.0,129822.0
56,Male,Business,Married,Graduate,1.0,No,No,No,99498,0.0,99498.0
24,Female,Salaried,Married,Graduate,3.0,No,No,No,65430,0.0,65430.0
34,Male,Salaried,Married,Graduate,3.0,Yes,No,Yes,65879,56926.0,122805.0
51,Male,Salaried,Married,Post Graduate,2.0,No,No,No,31212,0.0,31212.0
36,Male,Salaried,Married,Post Graduate,2.0,No,No,Yes,90693,67847.0,158540.0
38,Male,Salaried,Married,Post Graduate,3.0,No,No,Yes,104438,69159.0,173597.0
47,Male,Business,Single,Graduate,2.0,No,Yes,No,85221,0.0,85221.0
50,Female,Business,Married,Graduate,4.0,No,No,No,45350,0.0,45350.0
30,Male,Salaried,Single,Post Graduate,4.0,No,No,Yes,100916,54302.0,155218.0
44,Male,Salaried,Married,Post Graduate,1.0,No,No,No,65708,0.0,65708.0
47,Male,Business,Married,Graduate,1.0,No,No,No,63581,0.0,63581.0
57,Male,Salaried,Married,Graduate,0.0,No,No,Yes,66199,38217.0,104416.0
41,Female,Salaried,Married,Graduate,4.0,Yes,No,Yes,74837,34236.0,109073.0
22,Male,Business,Married,Graduate,3.0,No,No,No,104240,0.0,104240.0
23,Female,Salaried,Married,Post Graduate,4.0,No,No,Yes,37647,25148.0,62795.0
41,Male,Salaried,Married,Graduate,3.0,No,No,No,42048,0.0,42048.0
49,Male,Business,Married,Graduate,0.0,No,No,Yes,79088,44798.0,123886.0
23,Female,Salaried,Single,Graduate,2.0,No,No,Yes,49056,80016.0,129072.0
33,Female,Business,Married,Graduate,0.0,No,No,No,72946,0.0,72946.0
43,Male,Salaried,Married,Post Graduate,0.0,No,No,Yes,51600,89508.0,141108.0
23,,,Married,Graduate,,Yes,No,No,61269,,
59,Male,Business,Single,Graduate,1.0,No,No,No,81126,0.0,81126.0
29,Male,Salaried,Married,Graduate,3.0,No,No,No,110332,0.0,110332.0
39,Male,Salaried,Married,Post Graduate,4.0,Yes,No,No,90955,0.0,90955.0
43,Female,Salaried,Married,Post Graduate,2.0,No,No,No,88066,0.0,88066.0
36,Male,Salaried,Married,Post Graduate,4.0,No,No,Yes,30080,87405.0,117485.0
33,Female,Salaried,Married,Graduate,2.0,No,No,Yes,93632,35911.0,129543.0
57,Female,Business,Married,Graduate,4.0,No,No,Yes,114751,59656.0,174407.0
34,Female,Business,Single,Graduate,0.0,No,Yes,Yes,101220,30892.0,132112.0
46,Female,Salaried,Married,Graduate,1.0,No,No,No,40573,0.0,40573.0
26,Femal,Salaried,Married,Graduate,3.0,No,No,Yes,54384,81544.0,135928.0
25,Male,Business,Single,Post Graduate,3.0,No,No,No,86600,0.0,86600.0
43,Male,Salaried,Married,Graduate,3.0,Yes,No,Yes,106778,51642.0,158420.0
35,Male,Business,Married,Graduate,3.0,No,No,No,113148,0.0,113148.0
59,Female,Business,Married,Graduate,1.0,No,No,Yes,99331,30048.0,129379.0
22,Male,Business,Married,Graduate,0.0,No,No,Yes,59377,52725.0,112102.0
36,Male,Salaried,Married,Graduate,0.0,Yes,Yes,Yes,57943,86356.0,144299.0
25,Male,Salaried,Single,Graduate,1.0,Yes,No,No,115966,0.0,115966.0
55,Female,Business,Married,Graduate,0.0,Yes,Yes,Yes,100359,71531.0,171890.0
25,Female,Salaried,Married,Graduate,0.0,Yes,No,Yes,42323,87389.0,129712.0
44,Female,Salaried,Single,Post Graduate,4.0,No,No,No,82902,0.0,82902.0
28,Male,Salaried,Single,Graduate,3.0,Yes,No,Yes,108505,89778.0,198283.0
43,Male,Salaried,Married,Post Graduate,3.0,No,No,Yes,55199,49716.0,104915.0
56,Male,Salaried,Married,Graduate,4.0,No,No,Yes,73161,63194.0,136355.0
38,Female,Business,Single,Post Graduate,3.0,Yes,Yes,Yes,91405,36841.0,128246.0
27,Male,Salaried,Married,Post Graduate,4.0,No,No,No,45068,0.0,45068.0
53,Male,Salaried,Married,Post Graduate,4.0,No,Yes,Yes,47133,62532.0,109665.0
31,Male,Business,Single,Graduate,1.0,Yes,Yes,No,35956,0.0,35956.0
38,Female,Business,Married,Graduate,4.0,No,No,No,60538,0.0,60538.0
37,Male,Salaried,Married,Post Graduate,3.0,No,No,Yes,66376,28013.0,94389.0
50,Female,Salaried,Married,Graduate,4.0,Yes,No,Yes,95769,86281.0,182050.0
49,Female,Business,Single,Post Graduate,0.0,No,Yes,Yes,117731,60358.0,178089.0
